id,original_text,segmented_text,equation,ans
1443,"Kaleb had 12 dollars . If he spent 8 bucks on a new game , how many 2 dollar toys could he buy with the money he had left ?","Kaleb had 12 dollars . If he spent 8 bucks on a new game , how many 2 dollar toys could he buy with the money he had left ?",X=((12.0-8.0)/2.0),2
1444,58 children are taking a bus to the zoo . They sit 2 children in every seat . How many seats will the children need in all ?,58 children are taking a bus to the zoo . They sit 2 children in every seat . How many seats will the children need in all ?,X=(58.0/2.0),29
1445,Sara had 21 quarters in her bank . Her dad gave her 49 more quarters . How many quarters does she have now ?,Sara had 21 quarters in her bank . Her dad gave her 49 more quarters . How many quarters does she have now ?,x=21+49,70
1446,There are 39 dogwood trees currently in the park . Park workers will plant   41 more dogwood trees today and 20 more dogwood trees tomorrow . How many dogwood trees will the park have when the workers are finished ?,There are 39 dogwood trees currently in the park . Park workers will plant   41 more dogwood trees today and 20 more dogwood trees tomorrow . How many dogwood trees will the park have when the workers are finished ?,x=39+41+20,100
1447,Stanley ran 0.4 mile and walked 0.2 mile . How much farther did Stanley run than walk ?,Stanley ran 0.4 mile and walked 0.2 mile . How much farther did Stanley run than walk ?,X=0.4-0.2,0.2
1448,Shawn has 13 blocks . Mildred has with 2 blocks . Mildred finds another 84 . How many blocks does Mildred end with ?,Shawn has 13 blocks . Mildred has with 2 blocks . Mildred finds another 84 . How many blocks does Mildred end with ?,X=(2.0+84.0),86
1449,"Melanie picked 4 plums , Dan picked 9 plums , and Sally picked 3 plums from the plum tree . How many plums were picked in total ?","Melanie picked 4 plums , Dan picked 9 plums , and Sally picked 3 plums from the plum tree . How many plums were picked in total ?",X=4+9+3,16
1450,Jessica had 8 quarters in her bank . Her sister borrowed 3 of her quarters . How many quarters does Jessica have now ?,Jessica had 8 quarters in her bank . Her sister borrowed 3 of her quarters . How many quarters does Jessica have now ?,X=8-3,5
1451,It took Amanda 3 hours to stroll to Kimberly 's house at 2 miles per hour . How far is it between Amanda 's house and Kimberly 's house ?,It took Amanda 3 hours to stroll to Kimberly 's house at 2 miles per hour . How far is it between Amanda 's house and Kimberly 's house ?,X=(3.0*2.0),6
1452,"It costs a restaurant owner 18 cents per glass for orange juice , which is sold for 75 cents per glass . How many glasses of orange juice must the restaurant owner sell to make a profit of 2337 dollars ?","It costs a restaurant owner 18 cents per glass for orange juice , which is sold for 75 cents per glass . How many glasses of orange juice must the restaurant owner sell to make a profit of 2337 dollars ?",x=2337.0/(75*0.01-18*0.01),4100
1453,Mrs. Hilt had 15 cents . She bought a pencil for 11 cents . How much money did she have left ?,Mrs. Hilt had 15 cents . She bought a pencil for 11 cents . How much money did she have left ?,X=(15.0-11.0),4
1454,"While shopping for music online , Isabel bought 4 country albums and 5 pop albums . Each album came with a lyric sheet and had 8 songs . How many songs did Isabel buy total ?","While shopping for music online , Isabel bought 4 country albums and 5 pop albums . Each album came with a lyric sheet and had 8 songs . How many songs did Isabel buy total ?",X=(8.0*(4.0+5.0)),72
1455,A chef bought 0.14 kilograms of almonds and 0.38 kilograms of pecans . How many kilograms of nuts did the chef buy in all ?,A chef bought 0.14 kilograms of almonds and 0.38 kilograms of pecans . How many kilograms of nuts did the chef buy in all ?,X=0.14+0.38,0.52
1456,Melanie has 84 blue marbles . Sandy has 8 times more blue marbles than Melanie . How many dozen blue marbles does Sandy have ?,Melanie has 84 blue marbles . Sandy has 8 times more blue marbles than Melanie . How many dozen blue marbles does Sandy have ?,x=84*8/12,56
1457,"Sandy bought some toys . She bought a football for $ 9.14 , and paid $ 6.81 on a baseball with a $ 20 bill . How much change did he receive from the purchase ?","Sandy bought some toys . She bought a football for $ 9.14 , and paid $ 6.81 on a baseball with a $ 20 bill . How much change did he receive from the purchase ?",x=20-9.14-6.81,4.05
1458,Helen starts with 82 cards . Gary takes 9 away . How many cards does Helen end with ?,Helen starts with 82 cards . Gary takes 9 away . How many cards does Helen end with ?,X=(82.0-9.0),73
1459,In Yardley it snowed 0.125 of an inch in the morning and 0.5 of an inch in the afternoon . What was the total amount of snowfall ?,In Yardley it snowed 0.125 of an inch in the morning and 0.5 of an inch in the afternoon . What was the total amount of snowfall ?,x=0.125+0.5,0.625
1460,"Olivia was making baggies of cookies with 9 cookies in each bag . If she had 13 chocolate chip cookies and 41 oatmeal cookies , how many baggies could she make ?","Olivia was making baggies of cookies with 9 cookies in each bag . If she had 13 chocolate chip cookies and 41 oatmeal cookies , how many baggies could she make ?",X=((13.0+41.0)/9.0),6
1461,"If Bob can make 100 feet of rope in 2 hours and Tim can make 75 feet of rope in 2 hours , how many feet of rope can Bob and Tim working together make in 4 hours ?","If Bob can make 100 feet of rope in 2 hours and Tim can make 75 feet of rope in 2 hours , how many feet of rope can Bob and Tim working together make in 4 hours ?",x=((100.0/2.0)*4.0)+((75.0/2.0)*4.0),350
1462,"Bianca picked 23 carrots from her garden . If she threw out 10 of them and then picked 47 more the next day , how many carrots would she have total ?","Bianca picked 23 carrots from her garden . If she threw out 10 of them and then picked 47 more the next day , how many carrots would she have total ?",X=((23.0+47.0)-10.0),60
1463,It snowed 0.32 inches on Monday and 0.21 inches on Tuesday . How much did it snow on Monday and Tuesday combined ?,It snowed 0.32 inches on Monday and 0.21 inches on Tuesday . How much did it snow on Monday and Tuesday combined ?,x=0.32+0.21,0.53
1464,Nancy 's old washing machine could only wash 9 pieces of clothing at a time . If she had to wash 19 shirts and 8 sweaters how many loads would she have to do ?,Nancy 's old washing machine could only wash 9 pieces of clothing at a time . If she had to wash 19 shirts and 8 sweaters how many loads would she have to do ?,X=((19.0+8.0)/9.0),3
1465,"Before the recent housing boom , there were 1426 houses in Lawrence County . Now , there are 2000 houses . How many houses did developers build during the housing boom ?","Before the recent housing boom , there were 1426 houses in Lawrence County . Now , there are 2000 houses . How many houses did developers build during the housing boom ?",x=2000-1426,574
1466,A boat can go 60 miles per hour in still water . It takes as long to go 560 miles upstream as it does to go downstream 640 miles . How fast is the current in miles per hour ?,A boat can go 60 miles per hour in still water . It takes as long to go 560 miles upstream as it does to go downstream 640 miles . How fast is the current in miles per hour ?,560.0/(60.0-x)=640.0/(60.0+x),4
1467,Joan has 10 books . Tom has 38 books .   How many books do they have together ?,Joan has 10 books . Tom has 38 books .   How many books do they have together ?,x=10+38,48
1468,"Tom bought 14 boxes of chocolate candy and gave 8 to his little brother . If each box has 3 pieces inside it , how many pieces did Tom still have ?","Tom bought 14 boxes of chocolate candy and gave 8 to his little brother . If each box has 3 pieces inside it , how many pieces did Tom still have ?",X=(3.0*(14.0-8.0)),18
1469,Misha has 34 dollars . How many more dollars does she have to earn to have 47 dollars ?,Misha has 34 dollars . How many more dollars does she have to earn to have 47 dollars ?,X=(47.0-34.0),13
1470,"Edward started his own lawn mowing business . In the spring he made 2 dollars mowing lawns and in the summer he made 27 dollars . If he had to spend 5 dollars buying supplies , how much money did he end up with ?","Edward started his own lawn mowing business . In the spring he made 2 dollars mowing lawns and in the summer he made 27 dollars . If he had to spend 5 dollars buying supplies , how much money did he end up with ?",X=((2.0+27.0)-5.0),24
1471,Fred has 5 baseball cards . Melanie bought 3 of Fred 's baseball cards . How many baseball cards does Fred have now ?,Fred has 5 baseball cards . Melanie bought 3 of Fred 's baseball cards . How many baseball cards does Fred have now ?,X=5-3,2
1472,Kenji and his classmates placed colored blocks on a scale during a science lab . The yellow block weighed 0.6 pounds and the green block weighed 0.4 pounds . How much more did the yellow block weigh than the green block ?,Kenji and his classmates placed colored blocks on a scale during a science lab . The yellow block weighed 0.6 pounds and the green block weighed 0.4 pounds . How much more did the yellow block weigh than the green block ?,X=0.6-0.4,0.2
1473,Joan found 70 seashells on the beach . she gave Sam some of her seashells . She has 27 seashell . How many seashells did she give to Sam ?,Joan found 70 seashells on the beach . she gave Sam some of her seashells . She has 27 seashell . How many seashells did she give to Sam ?,X=70-27,43
1474,"Isabel had 2 pages of math homework and 4 pages of reading homework . If each page had 5 problems on it , how many problems did she have to complete total ?","Isabel had 2 pages of math homework and 4 pages of reading homework . If each page had 5 problems on it , how many problems did she have to complete total ?",X=(5.0*(2.0+4.0)),30
1475,"Olivia and her mom were picking carrots from their garden . Olivia picked 20 and her mother picked 14 . If only 19 of the carrots were good , how many bad carrots did they have ?","Olivia and her mom were picking carrots from their garden . Olivia picked 20 and her mother picked 14 . If only 19 of the carrots were good , how many bad carrots did they have ?",X=((20.0+14.0)-19.0),15
1476,There are 48 erasers in the drawer and 30 erasers on the desk . Alyssa placed 39 erasers and 45 rulers on the desk . How many erasers are now there in total ?,There are 48 erasers in the drawer and 30 erasers on the desk . Alyssa placed 39 erasers and 45 rulers on the desk . How many erasers are now there in total ?,X=48+30+39,117
1477,"A bowl contains 4 red chips , 3 blue chips , and 9 green chips . You choose 1 chip at random . What is the probability that your chip is not red ?","A bowl contains 4 red chips , 3 blue chips , and 9 green chips . You choose 1 chip at random . What is the probability that your chip is not red ?",x=(3.0+9.0)/((4.0+3.0)+9.0),0.75
1478,"A farmer started the day with 8.75 buckets of seeds . After spending the morning sowing seeds , she now has 6 buckets left . How many buckets of seeds did the farmer sow ?","A farmer started the day with 8.75 buckets of seeds . After spending the morning sowing seeds , she now has 6 buckets left . How many buckets of seeds did the farmer sow ?",x=8.75-6,2.75
1479,Keith picked 3 pears and Jason picked 2 pears from the pear tree . Joan picked 5 apples from the apple tree . How many pears were picked in total ?,Keith picked 3 pears and Jason picked 2 pears from the pear tree . Joan picked 5 apples from the apple tree . How many pears were picked in total ?,X=3+2,5
1480,"Maria was making baggies of cookies with 5 cookies in each bag . If she had 33 chocolate chip cookies and 2 oatmeal cookies , how many baggies could she make ?","Maria was making baggies of cookies with 5 cookies in each bag . If she had 33 chocolate chip cookies and 2 oatmeal cookies , how many baggies could she make ?",X=((33.0+2.0)/5.0),7
1481,"I have 648 pencils . If I put 4 pencils in each pencil box , how many pencil boxes will I fill ?","I have 648 pencils . If I put 4 pencils in each pencil box , how many pencil boxes will I fill ?",X=(648.0/4.0),162
1482,Joan has 8 orange balloons but lost 2 of them . How many orange balloons does Joan have now ?,Joan has 8 orange balloons but lost 2 of them . How many orange balloons does Joan have now ?,X=8-2,6
1483,Ralph collects 4 cards . Ralph 's father gives Ralph 8 more . How many cards does Ralph have ?,Ralph collects 4 cards . Ralph 's father gives Ralph 8 more . How many cards does Ralph have ?,X=(4.0+8.0),12
1484,Professor Ellison weighed 2 pieces of metal for an experiment . The piece of iron weighed 11.166666666666666 pounds and the piece of aluminum weighed 0.8333333333333334 pound . How much more did the piece of iron weigh than the piece of aluminum ?,Professor Ellison weighed 2 pieces of metal for an experiment . The piece of iron weighed 11.166666666666666 pounds and the piece of aluminum weighed 0.8333333333333334 pound . How much more did the piece of iron weigh than the piece of aluminum ?,X=11.166666666666666-0.8333333333333334,10.33333333
1485,Jenny ran 0.6 of a mile and walked 0.4 of a mile . How much farther did Jenny run than walk ?,Jenny ran 0.6 of a mile and walked 0.4 of a mile . How much farther did Jenny run than walk ?,x=0.6-0.4,0.2
1486,"Zach wants to ride the Ferris wheel , the roller coaster , and the log ride . The Ferris wheel costs 2 tickets , the roller coaster costs 7 tickets and the log ride costs 1 ticket . Zach has 1 ticket . How many more tickets should Zach buy ?","Zach wants to ride the Ferris wheel , the roller coaster , and the log ride . The Ferris wheel costs 2 tickets , the roller coaster costs 7 tickets and the log ride costs 1 ticket . Zach has 1 ticket . How many more tickets should Zach buy ?",x=2+7+1-1,9
1487,Sandy 's dog had 8 puppies and 4 had spots . She gave 4 to her friends . How many puppies does she now have ?,Sandy 's dog had 8 puppies and 4 had spots . She gave 4 to her friends . How many puppies does she now have ?,X=8-4,4
1488,There are 5 scissors and 3 pencils in the drawer . Jason placed 4 scissors in the drawer . How many scissors are now there in total ?,There are 5 scissors and 3 pencils in the drawer . Jason placed 4 scissors in the drawer . How many scissors are now there in total ?,X=5+4,9
1489,There are 14240 books in a library . They are arranged on shelves that hold 8 books each . How many shelves are in the library ?,There are 14240 books in a library . They are arranged on shelves that hold 8 books each . How many shelves are in the library ?,X=(14240.0/8.0),1780
1490,"If Sally can paint a house in 4 hours , and John can paint the same house in 6 hour , how many hours will it take for both of them to paint the house together ?","If Sally can paint a house in 4 hours , and John can paint the same house in 6 hour , how many hours will it take for both of them to paint the house together ?",x=1.0/((1.0/4.0)+(1.0/6.0)),2.4
1491,"0.6667 of a number increased by 0.75 is 1.6667 , what is the number ?","0.6667 of a number increased by 0.75 is 1.6667 , what is the number ?",x=(1.6667-0.75)/0.6667,1.375
1492,"A pet store has 9 bird cages . If each cage has 2 parrots and 2 parakeets in it , how many birds does the pet store have total ?","A pet store has 9 bird cages . If each cage has 2 parrots and 2 parakeets in it , how many birds does the pet store have total ?",X=(9.0*(2.0+2.0)),36
1493,"Dan has 64 violet marbles , he gave Mary 14 of the marbles . How many violet marbles does he now have ?","Dan has 64 violet marbles , he gave Mary 14 of the marbles . How many violet marbles does he now have ?",x=64-14,50
1494,"Bonnie has 10 tickets . If she shares them among 2 friends , how many tickets does each friend get ?","Bonnie has 10 tickets . If she shares them among 2 friends , how many tickets does each friend get ?",X=(10.0/2.0),5
1495,Willie starts with 36 stickers . He gives 7 to Emily . How many stickers does Willie end with ?,Willie starts with 36 stickers . He gives 7 to Emily . How many stickers does Willie end with ?,X=(36.0-7.0),29
1496,"Hoping to be named Salesperson of the Month , Rosa called the names from 10.2 pages of the phone book last week . This week , she called the people listed on another 8.6 pages of the same phone book . How many pages worth of people did Rosa call in all ?","Hoping to be named Salesperson of the Month , Rosa called the names from 10.2 pages of the phone book last week . This week , she called the people listed on another 8.6 pages of the same phone book . How many pages worth of people did Rosa call in all ?",x=10.2+8.6,18.8
1497,It took Carl 5 hours to ride to Ralph 's house at 2 miles per hour . How far is it between Carl 's house and Ralph 's house ?,It took Carl 5 hours to ride to Ralph 's house at 2 miles per hour . How far is it between Carl 's house and Ralph 's house ?,X=(5.0*2.0),10
1498,"For dessert , Jane ’s mom prepared 12 pieces of bite - size cinnamon swirls . If the 3 of them ate an equal number of pieces of cinnamon swirls , how many pieces did Jane eat ?","For dessert , Jane ’s mom prepared 12 pieces of bite - size cinnamon swirls . If the 3 of them ate an equal number of pieces of cinnamon swirls , how many pieces did Jane eat ?",x=12/3,4
1499,Tessa has 4 apples . Anita gave her 5 more . She needs 10 apples to make a pie . Does she have enough to make a pie ?,Tessa has 4 apples . Anita gave her 5 more . She needs 10 apples to make a pie . Does she have enough to make a pie ?,X=(4.0+5.0),9
1500,"Megan baked 71 cupcakes for her school 's bake sale . If her brother , Todd , ate 43 of them how many packages could she make if she put 7 cupcake in each package ?","Megan baked 71 cupcakes for her school 's bake sale . If her brother , Todd , ate 43 of them how many packages could she make if she put 7 cupcake in each package ?",X=((71.0-43.0)/7.0),4
1501,Emily sprinted to Timothy 's house . It is 10 miles from Emily 's house to Timothy 's house . It took Emily 2 hours to get there . How fast did Emily go ?,Emily sprinted to Timothy 's house . It is 10 miles from Emily 's house to Timothy 's house . It took Emily 2 hours to get there . How fast did Emily go ?,X=(10.0/2.0),5
1502,George has 2 boxes of blocks . Each box holds 6 blocks and there are 5 boxes in a case . How many blocks does George have ?,George has 2 boxes of blocks . Each box holds 6 blocks and there are 5 boxes in a case . How many blocks does George have ?,X=(2.0*6.0),12
1503,Donna weighs 69 pounds . Willie weighs 51 pounds . How much heavier is Donna than Willie ?,Donna weighs 69 pounds . Willie weighs 51 pounds . How much heavier is Donna than Willie ?,X=(69.0-51.0),18
1504,A store had 40 oranges in a bin . If they threw away 25 of the old ones and put 21 new ones in the bin how many would be in the bin ?,A store had 40 oranges in a bin . If they threw away 25 of the old ones and put 21 new ones in the bin how many would be in the bin ?,X=((40.0+21.0)-25.0),36
1505,"Each day , the polar bear at Richmond 's zoo eats 0.2 bucket of trout and 0.4 bucket of salmon . How many buckets of fish does the polar bear eat daily ?","Each day , the polar bear at Richmond 's zoo eats 0.2 bucket of trout and 0.4 bucket of salmon . How many buckets of fish does the polar bear eat daily ?",X=0.2+0.4,0.6
1506,"Oliver made 35 dollars mowing lawns over the summer . If he spent 7 dollars buying new mower blades , how many 4 dollar games could he buy with the money he had left ?","Oliver made 35 dollars mowing lawns over the summer . If he spent 7 dollars buying new mower blades , how many 4 dollar games could he buy with the money he had left ?",X=((35.0-7.0)/4.0),7
1507,When a number is increased by 15 the number is equal to 2.5 the original number . Find the original number ?,When a number is increased by 15 the number is equal to 2.5 the original number . Find the original number ?,x=15.0/(2.5-1.0),10
1508,"There were a total of 10 soccer games in the season . The season is played for 5 months . How many soccer games were played each month , if each month has the same number of games ?","There were a total of 10 soccer games in the season . The season is played for 5 months . How many soccer games were played each month , if each month has the same number of games ?",x=10/5,2
1509,There are 37 baskets . There are 17 apples in each basket . How many apples are there in all ?,There are 37 baskets . There are 17 apples in each basket . How many apples are there in all ?,X=(37.0*17.0),629
1510,Randy has 78 blocks . He uses 19 blocks to build a tower . How many blocks are left ?,Randy has 78 blocks . He uses 19 blocks to build a tower . How many blocks are left ?,X=(78.0-19.0),59
1511,"Mary earns $ 46 cleaning a home . How many homes did she clean , if she made 276 dollars ?","Mary earns $ 46 cleaning a home . How many homes did she clean , if she made 276 dollars ?",x=276/46,6
1512,"Ned bought 14 boxes of chocolate candy and gave 7 to his little brother . If each box has 6 pieces inside it , how many pieces did Ned still have ?","Ned bought 14 boxes of chocolate candy and gave 7 to his little brother . If each box has 6 pieces inside it , how many pieces did Ned still have ?",X=(6.0*(14.0-7.0)),42
1513,"Amy had 26 music files and 36 video files on her flash drive . If she deleted 48 of the files , how many files were still on her flash drive ?","Amy had 26 music files and 36 video files on her flash drive . If she deleted 48 of the files , how many files were still on her flash drive ?",X=((26.0+36.0)-48.0),14
1514,The sum of 0.75 of a number and 2 is 8 . Find the number .,The sum of 0.75 of a number and 2 is 8 . Find the number .,x=(8.0-2.0)/0.75,8
1515,"If 0.6667 of a pound is worth 8.00 dollars , how much is 0.75 pounds worth ?","If 0.6667 of a pound is worth 8.00 dollars , how much is 0.75 pounds worth ?",x=(8.0/0.6667)*0.75,9
1516,There were 28 bales of hay in the barn . Tim stacked bales in the barn today . There are now 54 bales of hay in the barn . How many bales did he store in the barn ?,There were 28 bales of hay in the barn . Tim stacked bales in the barn today . There are now 54 bales of hay in the barn . How many bales did he store in the barn ?,X=54-28,26
1517,Mary picked 122 oranges and Jason picked 105 oranges from the orange tree . How many oranges were picked in total ?,Mary picked 122 oranges and Jason picked 105 oranges from the orange tree . How many oranges were picked in total ?,X=122+105,227
1518,"Kimberly has 5 Skittles . She buys 7 more . Later , Kimberly buys 18 oranges at the store . How many Skittles does Kimberly have in all ?","Kimberly has 5 Skittles . She buys 7 more . Later , Kimberly buys 18 oranges at the store . How many Skittles does Kimberly have in all ?",X=(5.0+7.0),12
1519,"Gwen earned 8 points for each bag of cans she recycled . If she had 4 bags , but did n't recycle 2 of them , how many points would she have earned ?","Gwen earned 8 points for each bag of cans she recycled . If she had 4 bags , but did n't recycle 2 of them , how many points would she have earned ?",X=(8.0*(4.0-2.0)),16
1520,"The cafeteria had 62 apples . For lunch they handed out 8 to students and decided to use the rest to make pies . If each pie takes 9 apples , how many pies could they make ?","The cafeteria had 62 apples . For lunch they handed out 8 to students and decided to use the rest to make pies . If each pie takes 9 apples , how many pies could they make ?",X=((62.0-8.0)/9.0),6
1521,"A mechanic charged 45 dollars an hour , plus 225 dollars for the parts . If the total bill was 450 dollars , how many hours did the job take ?","A mechanic charged 45 dollars an hour , plus 225 dollars for the parts . If the total bill was 450 dollars , how many hours did the job take ?",x=(450.0-225.0)/45.0,5
1522,"Some insects called aphids attack a large farm . In response , the farmer releases ladybugs onto the fields . There are 12170 ladybugs with spots and 54912 ladybugs without spots . How many ladybugs are there in all ?","Some insects called aphids attack a large farm . In response , the farmer releases ladybugs onto the fields . There are 12170 ladybugs with spots and 54912 ladybugs without spots . How many ladybugs are there in all ?",X=12170.0+54912.0,67082
1523,"At the beach , Miki and her sister both built sandcastles and then measured their heights . Miki 's sandcastle was 0.8333333333333334 of a foot tall and her sister 's was 0.5 of a foot tall . How much taller was Miki 's sandcastle than her sister 's ?","At the beach , Miki and her sister both built sandcastles and then measured their heights . Miki 's sandcastle was 0.8333333333333334 of a foot tall and her sister 's was 0.5 of a foot tall . How much taller was Miki 's sandcastle than her sister 's ?",x=0.8333333333333334-0.5,0.3333333333
1524,"While shopping , Maria bought 35 green towels and 21 white towels . If she gave her mother 34 of them , how many towels did Maria end up with ?","While shopping , Maria bought 35 green towels and 21 white towels . If she gave her mother 34 of them , how many towels did Maria end up with ?",X=((35.0+21.0)-34.0),22
1525,"Joan spent $ 15 on shorts and $ 14.82 on a jacket , and $ 12.51 on a shirt . She went to 3 shops . In total , how much money did Joan spend on clothing ?","Joan spent $ 15 on shorts and $ 14.82 on a jacket , and $ 12.51 on a shirt . She went to 3 shops . In total , how much money did Joan spend on clothing ?",X=15+14.82+12.51,42.33
1526,"Mike went to 15 basketball games this year , but missed 41 . He went to 39 games last year . How many basketball games did Mike go to in total ?","Mike went to 15 basketball games this year , but missed 41 . He went to 39 games last year . How many basketball games did Mike go to in total ?",X=15+39,54
1527,Maria has 3 boxes of eggs . Each box holds 7 eggs and there are 8 boxes in a case . How many eggs does Maria have ?,Maria has 3 boxes of eggs . Each box holds 7 eggs and there are 8 boxes in a case . How many eggs does Maria have ?,X=(3.0*7.0),21
1528,Mildred weighs 59 pounds . Carol weighs 9 pounds . How much heavier is Mildred than Carol ?,Mildred weighs 59 pounds . Carol weighs 9 pounds . How much heavier is Mildred than Carol ?,X=(59.0-9.0),50
1529,"Michelle has 2 crayons . Janet has 2 crayons . If Janet gives all of her crayons to Michelle , how many crayons will Michelle have ?","Michelle has 2 crayons . Janet has 2 crayons . If Janet gives all of her crayons to Michelle , how many crayons will Michelle have ?",X=(2.0+2.0),4
1530,"A truck leaves a town traveling at 50 miles per hour . 2 hours later a car leaves , traveling along the same road at 55 miles per hour . In how many hours will the car catch the truck ?","A truck leaves a town traveling at 50 miles per hour . 2 hours later a car leaves , traveling along the same road at 55 miles per hour . In how many hours will the car catch the truck ?",x=55.0*2/(55.0-50.0),22
1531,Sara got fast food for lunch . Sara spent $ 5.36 on a hotdog and $ 5.10 on a salad . What was the total of the lunch bill ?,Sara got fast food for lunch . Sara spent $ 5.36 on a hotdog and $ 5.10 on a salad . What was the total of the lunch bill ?,X=5.36+5.10,10.46
1532,There are 11 rulers and 34 crayons in the drawer . Tim placed 14 rulers in the drawer . How many rulers are now there in all ?,There are 11 rulers and 34 crayons in the drawer . Tim placed 14 rulers in the drawer . How many rulers are now there in all ?,X=11+14,25
1533,"Frank had saved up 3 dollars . If he received another 37 dollars for his allowance , how many 8 dollar toys could he buy ?","Frank had saved up 3 dollars . If he received another 37 dollars for his allowance , how many 8 dollar toys could he buy ?",X=((3.0+37.0)/8.0),5
1534,"At a sale , the cost of a pair of shoes was reduced from 42.00 dollars to 33.60 dollars . What was the percent of discount ?","At a sale , the cost of a pair of shoes was reduced from 42.00 dollars to 33.60 dollars . What was the percent of discount ?",x=((42.0-33.6)/42.0)*100.0,20
1535,There are 261 fishbowls . Each fishbowl has 23 fish . How many fish are there ?,There are 261 fishbowls . Each fishbowl has 23 fish . How many fish are there ?,x=261*23,6003
1536,"Mary loves eating fruits . Mary paid $ 11.08 for berries , $ 14.33 for apples , and $ 9.31 for peaches . In total , how much money did she spend ?","Mary loves eating fruits . Mary paid $ 11.08 for berries , $ 14.33 for apples , and $ 9.31 for peaches . In total , how much money did she spend ?",X=11.08+14.33+9.31,34.72
1537,"Bryan had 8 precious stones in his collection which he sold to his friend from the jewelry store . If the stones were sold at 1785 dollar each , how much money did Bryan get in total ?","Bryan had 8 precious stones in his collection which he sold to his friend from the jewelry store . If the stones were sold at 1785 dollar each , how much money did Bryan get in total ?",x=8*1785,14280
1538,A bee has 6 legs . How many legs do 8 bees have ?,A bee has 6 legs . How many legs do 8 bees have ?,X=(6.0*8.0),48
1539,Patrick jogged to Aaron 's house . It is 14 miles from Patrick 's house to Aaron 's house . It took Patrick 2 hours to get there . How fast did Patrick go ?,Patrick jogged to Aaron 's house . It is 14 miles from Patrick 's house to Aaron 's house . It took Patrick 2 hours to get there . How fast did Patrick go ?,X=(14.0/2.0),7
1540,Michael has some fish in his fish tank . Ben gave him 18 more fish . Now he has 49 . How many fish did he have to begin with ?,Michael has some fish in his fish tank . Ben gave him 18 more fish . Now he has 49 . How many fish did he have to begin with ?,X=(49.0-18.0),31
1541,There were 14 kids on the soccer field . 22 kids decided to join in . Now how many kids are on the soccer field ?,There were 14 kids on the soccer field . 22 kids decided to join in . Now how many kids are on the soccer field ?,X=(14.0+22.0),36
1542,Stanley ran 0.4 of a mile and walked 0.2 of a mile . How much farther did Stanley run than walk ?,Stanley ran 0.4 of a mile and walked 0.2 of a mile . How much farther did Stanley run than walk ?,x=0.4-0.2,0.2
1543,"If Steven can mix 20 drinks in 5 minutes , Sue can mix 20 drinks in 10 minutes , and Jake can mix 20 drinks in 15 minutes , how much time , in minutes , will it take all 3 of them to mix 20 drinks if they work together ?","If Steven can mix 20 drinks in 5 minutes , Sue can mix 20 drinks in 10 minutes , and Jake can mix 20 drinks in 15 minutes , how much time , in minutes , will it take all 3 of them to mix 20 drinks if they work together ?",x=1.0/((1.0/5.0)+(1.0/10.0)+(1.0/15.0)),6
1544,"Fred has 709 green balloons , he gave Sandy 221 of the balloons . How many green balloons does he now have ?","Fred has 709 green balloons , he gave Sandy 221 of the balloons . How many green balloons does he now have ?",x=709-221,488
1545,The Sumata family took a 5 day vacation by car . Each day they drove 250 miles . How many total miles did they drive ?,The Sumata family took a 5 day vacation by car . Each day they drove 250 miles . How many total miles did they drive ?,X=(5.0*250.0),1250
1546,"Maria bought 2 new chairs and 2 new tables for her house . If she spent 8 minutes on each piece furniture putting it together , how many minutes did it take her to finish ?","Maria bought 2 new chairs and 2 new tables for her house . If she spent 8 minutes on each piece furniture putting it together , how many minutes did it take her to finish ?",X=(8.0*(2.0+2.0)),32
1547,Kim has 4 cousins . She wants to give each cousin 5 pieces of gum . How much gum will she need ?,Kim has 4 cousins . She wants to give each cousin 5 pieces of gum . How much gum will she need ?,X=(4.0*5.0),20
1548,"Edward had 43 books . If he sold 19 of them and used the money he earned to buy 14 new books , how many books would Edward have ?","Edward had 43 books . If he sold 19 of them and used the money he earned to buy 14 new books , how many books would Edward have ?",X=((43.0+14.0)-19.0),38
1549,A small publishing company has a 1 time product cost for editing and printing of 56430.00 dollars . Variable cost per book is 8.25 dollars . The publisher is selling the book to the store for 21.75 dollars . How many books must the publisher print and sell so that the production cost will equal the money obtained from sells ?,A small publishing company has a 1 time product cost for editing and printing of 56430.00 dollars . Variable cost per book is 8.25 dollars . The publisher is selling the book to the store for 21.75 dollars . How many books must the publisher print and sell so that the production cost will equal the money obtained from sells ?,x=56430.0/(21.75-8.25),4180
1550,Melissa has 88 bananas . She shares 4 with Joshua . How many bananas will Melissa have ?,Melissa has 88 bananas . She shares 4 with Joshua . How many bananas will Melissa have ?,X=(88.0-4.0),84
1551,"A book store had 4 books in the bargin bin . If they sold 3 books , but then put 10 more in the bin , how many books would be in the bin ?","A book store had 4 books in the bargin bin . If they sold 3 books , but then put 10 more in the bin , how many books would be in the bin ?",X=((4.0+10.0)-3.0),11
1552,"Isabella ’s hair is 18 cubes long . If her hair grows 4 more inches , how long will it be ?","Isabella ’s hair is 18 cubes long . If her hair grows 4 more inches , how long will it be ?",X=(18.0+4.0),22
